Customer_ID,Age,Gender,City,Income,Purchase_Amount,Product_Category,Payment_Method,Order_Status,Order_Date,Delivery_Time_Days,Discount_Applied,Rating,Return_Status,Customer_Segment,Region,Sales_Channel,Loyalty_Points,Coupon_Used,Shipping_Cost,Profit
1140,25,Female,Bangalore,147355,4276,Clothing,Cash,Pending,2023-02-17 11:00:00,6,1,4,Not Returned,Regular,North,Offline,45,1,60,1083
1141,42,Female,Delhi,95515,1271,Grocery,Cash,Pending,2023-02-17 12:00:00,2,1,2,Returned,Regular,North,Online,469,1,273,67
1142,42,Male,Mumbai,76328,4608,Electronics,Card,Cancelled,2023-02-17 13:00:00,5,0,3,Not Returned,VIP,East,Online,81,1,106,759
1143,48,Male,Bangalore,128551,1755,Clothing,UPI,Pending,2023-02-17 14:00:00,2,0,1,Not Returned,Regular,North,Online,470,1,437,1047
1144,61,Female,Hyderabad,123239,4186,Electronics,Cash,Pending,2023-02-17 15:00:00,3,0,5,Not Returned,VIP,West,Offline,374,1,329,-312
1145,29,Female,Bangalore,82195,434,Grocery,Card,Cancelled,2023-02-17 16:00:00,3,0,4,Returned,VIP,North,Online,358,1,468,1424
1146,31,Male,Chennai,92386,655,Clothing,Card,Pending,2023-02-17 17:00:00,4,1,3,Not Returned,Regular,South,Online,650,1,261,1666
1147,42,Male,Chennai,124697,3287,Clothing,Card,Pending,2023-02-17 18:00:00,5,1,4,Returned,Regular,South,Online,672,0,451,1315
1148,50,Female,Hyderabad,113390,2046,Electronics,Cash,Cancelled,2023-02-17 19:00:00,6,1,2,Not Returned,Regular,South,Offline,823,1,494,1198
1149,57,Female,Mumbai,102087,2017,Electronics,UPI,Completed,2023-02-17 20:00:00,7,1,5,Returned,Premium,South,Offline,383,0,274,1048
1150,26,Female,Hyderabad,94561,3105,Clothing,Cash,Cancelled,2023-02-17 21:00:00,9,1,2,Returned,Regular,West,Offline,521,0,393,1652
1151,57,Female,Hyderabad,145932,4663,Grocery,Card,Completed,2023-02-17 22:00:00,8,1,1,Returned,Regular,South,Offline,792,0,238,604
1152,52,Male,Hyderabad,97086,4702,Grocery,Cash,Completed,2023-02-17 23:00:00,2,1,5,Not Returned,VIP,North,Offline,883,0,378,514
1153,35,Female,Bangalore,119352,3345,Furniture,Card,Completed,2023-02-18 00:00:00,3,1,3,Returned,Regular,North,Online,881,0,208,429
1154,39,Male,Chennai,128336,3256,Grocery,Cash,Pending,2023-02-18 01:00:00,3,0,2,Returned,Premium,East,Offline,301,1,99,1961
1155,50,Male,Bangalore,104131,2059,Furniture,Card,Cancelled,2023-02-18 02:00:00,5,0,2,Returned,Premium,East,Offline,360,1,483,451
1156,22,Male,Chennai,49385,3700,Grocery,Card,Completed,2023-02-18 03:00:00,7,0,1,Returned,VIP,West,Offline,525,0,187,922
1157,19,Male,Mumbai,97057,1108,Grocery,Cash,Cancelled,2023-02-18 04:00:00,9,0,5,Not Returned,VIP,East,Online,766,0,231,991
1158,32,Female,Chennai,63257,2759,Grocery,UPI,Completed,2023-02-18 05:00:00,1,1,2,Returned,Regular,West,Online,187,1,296,1926
1159,41,Male,Chennai,86707,4295,Furniture,Cash,Completed,2023-02-18 06:00:00,4,0,4,Not Returned,VIP,South,Online,163,1,430,1680
1160,46,Male,Mumbai,70952,3379,Electronics,UPI,Pending,2023-02-18 07:00:00,8,0,3,Returned,VIP,North,Online,799,0,80,1917
1161,63,Male,Bangalore,139435,4006,Furniture,Card,Pending,2023-02-18 08:00:00,6,0,4,Returned,Premium,East,Offline,40,0,470,650
1162,54,Female,Bangalore,69025,4848,Grocery,Card,Completed,2023-02-18 09:00:00,4,1,3,Returned,Regular,East,Offline,595,1,102,1895
1163,42,Male,Hyderabad,131854,4406,Electronics,Cash,Completed,2023-02-18 10:00:00,3,1,2,Not Returned,Regular,South,Online,498,1,488,1913
1164,48,Male,Hyderabad,84518,3142,Grocery,UPI,Pending,2023-02-18 11:00:00,3,1,3,Not Returned,Regular,East,Offline,873,0,94,1112
1165,63,Female,Hyderabad,115601,1395,Clothing,Cash,Pending,2023-02-18 12:00:00,9,1,1,Not Returned,VIP,West,Offline,533,0,171,-4
1166,52,Male,Delhi,75839,1684,Electronics,Card,Cancelled,2023-02-18 13:00:00,9,1,5,Not Returned,Regular,South,Online,928,0,295,1839
1167,33,Female,Mumbai,37059,1633,Electronics,Card,Completed,2023-02-18 14:00:00,9,0,5,Returned,Premium,North,Offline,74,1,479,1121
1168,47,Female,Hyderabad,119971,1260,Electronics,Cash,Pending,2023-02-18 15:00:00,6,1,5,Returned,Regular,North,Online,458,0,63,561
1169,23,Male,Bangalore,32866,1620,Furniture,UPI,Pending,2023-02-18 16:00:00,2,0,3,Returned,Premium,South,Offline,806,1,390,-338
1170,30,Female,Delhi,45801,1422,Grocery,Cash,Pending,2023-02-18 17:00:00,7,0,5,Not Returned,VIP,South,Offline,114,0,254,1339
1171,47,Male,Delhi,119728,967,Clothing,Cash,Cancelled,2023-02-18 18:00:00,5,1,3,Not Returned,Regular,East,Offline,108,1,468,442
1172,52,Male,Hyderabad,72388,2835,Clothing,UPI,Cancelled,2023-02-18 19:00:00,4,0,3,Not Returned,Regular,West,Online,602,1,163,833
1173,33,Female,Mumbai,44948,2510,Grocery,Card,Completed,2023-02-18 20:00:00,4,1,3,Returned,Premium,North,Online,392,1,98,509
1174,19,Male,Delhi,130590,1792,Clothing,Card,Pending,2023-02-18 21:00:00,2,1,3,Not Returned,VIP,North,Online,694,0,26,1511
1175,47,Female,Hyderabad,59874,3999,Clothing,UPI,Cancelled,2023-02-18 22:00:00,9,0,3,Not Returned,VIP,North,Offline,182,0,259,-291
1176,40,Female,Bangalore,59373,4394,Furniture,UPI,Cancelled,2023-02-18 23:00:00,7,1,2,Not Returned,Regular,South,Online,142,1,256,1478
1177,33,Female,Delhi,67897,3886,Grocery,Card,Pending,2023-02-19 00:00:00,8,1,2,Not Returned,VIP,South,Online,543,1,451,-140
1178,36,Male,Hyderabad,76655,1680,Furniture,Card,Completed,2023-02-19 01:00:00,9,1,5,Returned,Regular,East,Offline,953,1,99,1920
1179,22,Female,Hyderabad,28357,974,Electronics,UPI,Cancelled,2023-02-19 02:00:00,5,0,4,Returned,Premium,West,Online,407,0,56,-57
1180,18,Male,Delhi,149278,2050,Electronics,Cash,Completed,2023-02-19 03:00:00,7,0,4,Returned,Premium,West,Online,408,0,162,1454
1181,46,Male,Mumbai,33394,606,Electronics,UPI,Pending,2023-02-19 04:00:00,3,1,2,Not Returned,VIP,East,Offline,415,1,211,292
1182,53,Female,Mumbai,123905,1626,Clothing,Card,Pending,2023-02-19 05:00:00,6,0,3,Returned,VIP,South,Online,179,0,50,1215
1183,26,Female,Bangalore,93869,1848,Electronics,UPI,Completed,2023-02-19 06:00:00,2,1,1,Returned,VIP,West,Online,911,1,388,1543
1184,54,Female,Chennai,86387,1063,Clothing,Cash,Completed,2023-02-19 07:00:00,1,1,4,Not Returned,VIP,North,Offline,43,0,308,686
1185,24,Female,Delhi,101898,1450,Electronics,Cash,Completed,2023-02-19 08:00:00,7,1,5,Not Returned,Premium,South,Online,697,1,465,1795
1186,31,Male,Hyderabad,65818,2227,Furniture,Card,Pending,2023-02-19 09:00:00,2,0,2,Returned,Premium,South,Offline,675,0,400,562
1187,31,Female,Chennai,95222,3601,Furniture,Cash,Completed,2023-02-19 10:00:00,6,1,1,Returned,Premium,North,Online,247,1,214,1300
1188,27,Female,Bangalore,137830,2575,Grocery,UPI,Pending,2023-02-19 11:00:00,1,1,5,Returned,Premium,East,Offline,748,1,459,-32
1189,54,Male,Hyderabad,21770,2164,Clothing,Cash,Cancelled,2023-02-19 12:00:00,9,1,3,Not Returned,Regular,North,Offline,576,0,23,281
1190,54,Male,Bangalore,42515,2591,Clothing,UPI,Completed,2023-02-19 13:00:00,6,1,5,Not Returned,VIP,West,Offline,378,1,245,1051
1191,47,Male,Delhi,53860,4233,Clothing,Card,Pending,2023-02-19 14:00:00,1,1,3,Not Returned,VIP,East,Online,293,1,366,1146
1192,60,Male,Delhi,25637,2624,Clothing,Card,Pending,2023-02-19 15:00:00,7,0,1,Not Returned,Regular,North,Online,81,1,100,1115
1193,69,Male,Chennai,127250,2500,Clothing,UPI,Cancelled,2023-02-19 16:00:00,9,1,4,Not Returned,Regular,West,Offline,647,1,357,833
1194,69,Male,Delhi,23153,2138,Clothing,Cash,Completed,2023-02-19 17:00:00,3,0,3,Not Returned,VIP,West,Online,832,1,225,1315
1195,26,Male,Bangalore,52487,4513,Clothing,UPI,Cancelled,2023-02-19 18:00:00,4,0,4,Not Returned,Regular,South,Offline,29,1,277,75
1196,61,Male,Mumbai,114574,1372,Furniture,UPI,Cancelled,2023-02-19 19:00:00,6,1,2,Not Returned,Regular,North,Offline,795,0,67,-58
1197,49,Female,Chennai,69767,4299,Electronics,Cash,Cancelled,2023-02-19 20:00:00,1,0,3,Not Returned,Premium,East,Online,36,1,74,-200
1198,68,Male,Delhi,147599,892,Clothing,Cash,Completed,2023-02-19 21:00:00,6,1,4,Returned,VIP,West,Offline,730,1,348,391
1199,52,Female,Mumbai,72416,3264,Clothing,UPI,Pending,2023-02-19 22:00:00,4,1,4,Not Returned,Regular,North,Offline,340,1,461,806
1200,67,Female,Hyderabad,70192,4770,Grocery,Cash,Pending,2023-02-19 23:00:00,5,0,3,Not Returned,Premium,West,Online,909,1,27,1865
1201,22,Female,Chennai,90330,694,Clothing,Card,Cancelled,2023-02-20 00:00:00,9,0,4,Not Returned,Premium,North,Online,138,1,439,969
1202,37,Male,Mumbai,114686,1254,Grocery,UPI,Completed,2023-02-20 01:00:00,3,0,4,Returned,Regular,South,Online,225,1,94,1331
1203,46,Male,Bangalore,67345,4052,Clothing,UPI,Pending,2023-02-20 02:00:00,2,1,4,Returned,Regular,East,Offline,429,0,313,1296
1204,64,Female,Delhi,82832,403,Clothing,Cash,Completed,2023-02-20 03:00:00,8,1,5,Not Returned,Regular,South,Offline,622,0,111,1953
1205,18,Female,Chennai,95371,1246,Electronics,Card,Completed,2023-02-20 04:00:00,5,1,5,Returned,VIP,West,Offline,32,0,197,1603
1206,41,Male,Delhi,70940,3047,Furniture,Card,Completed,2023-02-20 05:00:00,7,0,4,Not Returned,VIP,West,Offline,260,0,116,671
1207,65,Male,Hyderabad,139655,3129,Electronics,Cash,Cancelled,2023-02-20 06:00:00,5,1,5,Returned,VIP,East,Online,487,0,476,1977
1208,67,Male,Hyderabad,27449,4392,Electronics,Cash,Completed,2023-02-20 07:00:00,9,0,2,Not Returned,Premium,West,Online,555,1,486,1580
1209,22,Female,Chennai,101247,4958,Clothing,Card,Pending,2023-02-20 08:00:00,5,1,1,Not Returned,Premium,South,Offline,390,0,185,323
1210,30,Male,Delhi,94764,482,Electronics,UPI,Completed,2023-02-20 09:00:00,3,1,3,Not Returned,VIP,East,Offline,0,1,421,0
1211,22,Female,Hyderabad,95382,2808,Grocery,Cash,Completed,2023-02-20 10:00:00,2,1,1,Returned,Regular,North,Online,840,1,205,252
1212,49,Female,Bangalore,39574,3866,Furniture,UPI,Completed,2023-02-20 11:00:00,9,0,4,Returned,VIP,West,Online,239,1,165,1058
1213,64,Female,Mumbai,116201,2485,Clothing,Cash,Cancelled,2023-02-20 12:00:00,8,0,1,Not Returned,Regular,South,Offline,864,0,125,1558
1214,30,Male,Mumbai,117049,4823,Clothing,UPI,Cancelled,2023-02-20 13:00:00,7,1,1,Returned,Premium,West,Online,972,1,463,-25
1215,23,Male,Chennai,100704,1711,Furniture,UPI,Completed,2023-02-20 14:00:00,6,1,5,Not Returned,Regular,North,Offline,353,0,65,778
1216,41,Male,Delhi,60822,1841,Furniture,UPI,Completed,2023-02-20 15:00:00,9,0,2,Not Returned,Premium,North,Online,711,0,324,337
1217,43,Male,Chennai,144918,860,Clothing,UPI,Cancelled,2023-02-20 16:00:00,3,1,5,Not Returned,VIP,West,Offline,540,0,347,1528
1218,59,Male,Hyderabad,138420,4821,Electronics,Card,Completed,2023-02-20 17:00:00,2,1,2,Not Returned,Premium,North,Online,444,0,494,411
1219,41,Female,Bangalore,101215,3114,Clothing,Cash,Completed,2023-02-20 18:00:00,9,1,5,Returned,Premium,West,Online,813,0,179,608
1220,56,Male,Bangalore,33488,2524,Furniture,UPI,Pending,2023-02-20 19:00:00,4,1,4,Not Returned,VIP,South,Offline,354,0,38,900
1221,36,Male,Bangalore,135687,3572,Furniture,Card,Pending,2023-02-20 20:00:00,2,0,4,Returned,VIP,North,Offline,508,1,64,854
1222,57,Female,Bangalore,134356,3410,Grocery,Cash,Completed,2023-02-20 21:00:00,3,0,5,Not Returned,VIP,South,Online,531,0,465,-488
1223,55,Female,Chennai,25140,2842,Electronics,Card,Completed,2023-02-20 22:00:00,9,0,3,Returned,Regular,West,Offline,945,1,455,268
1224,19,Female,Chennai,81752,3740,Grocery,Card,Completed,2023-02-20 23:00:00,3,1,1,Returned,VIP,East,Offline,144,0,123,-92
1225,54,Female,Hyderabad,137122,3899,Grocery,UPI,Pending,2023-02-21 00:00:00,5,1,4,Not Returned,Regular,South,Offline,450,0,400,1019
1226,18,Male,Chennai,32891,582,Clothing,UPI,Completed,2023-02-21 01:00:00,3,1,2,Not Returned,Regular,East,Online,157,1,61,865
1227,19,Male,Mumbai,146385,3134,Clothing,Cash,Cancelled,2023-02-21 02:00:00,3,1,4,Not Returned,VIP,East,Online,801,1,354,1130
1228,36,Female,Bangalore,134867,2179,Electronics,Card,Cancelled,2023-02-21 03:00:00,6,0,3,Not Returned,VIP,West,Offline,924,1,497,1615
1229,37,Female,Delhi,132559,4682,Electronics,UPI,Pending,2023-02-21 04:00:00,2,0,3,Not Returned,VIP,South,Offline,414,1,450,1978
1230,48,Male,Bangalore,121425,2554,Grocery,Card,Cancelled,2023-02-21 05:00:00,8,1,3,Not Returned,VIP,North,Offline,575,0,21,1641
1231,45,Male,Chennai,124905,3919,Grocery,Card,Pending,2023-02-21 06:00:00,8,0,2,Returned,Regular,East,Offline,971,1,444,1855
1232,66,Male,Hyderabad,123634,1105,Furniture,UPI,Cancelled,2023-02-21 07:00:00,9,0,5,Returned,VIP,South,Offline,209,1,408,367
1233,52,Female,Chennai,106086,3855,Furniture,UPI,Pending,2023-02-21 08:00:00,7,0,4,Returned,Regular,West,Online,648,1,429,-335
1234,61,Female,Hyderabad,109318,734,Grocery,UPI,Completed,2023-02-21 09:00:00,8,0,2,Returned,Premium,West,Offline,95,1,66,1840
1235,68,Female,Delhi,109140,3234,Furniture,Cash,Completed,2023-02-21 10:00:00,1,1,2,Returned,Premium,North,Offline,911,1,250,215
1236,68,Male,Delhi,31339,2284,Grocery,Cash,Completed,2023-02-21 11:00:00,4,1,2,Returned,VIP,South,Online,745,0,454,778
1237,54,Male,Chennai,117270,1695,Electronics,Cash,Completed,2023-02-21 12:00:00,1,1,4,Not Returned,VIP,West,Online,634,1,315,1584
1238,41,Male,Hyderabad,39004,4838,Furniture,Cash,Pending,2023-02-21 13:00:00,8,1,2,Not Returned,VIP,North,Offline,553,1,316,1184
1239,48,Female,Chennai,84121,584,Furniture,UPI,Pending,2023-02-21 14:00:00,6,1,4,Not Returned,VIP,West,Online,46,1,490,1236
1240,45,Female,Delhi,74967,3207,Furniture,Card,Pending,2023-02-21 15:00:00,8,1,3,Not Returned,Premium,West,Offline,729,1,344,-451
1241,37,Male,Bangalore,131715,1512,Furniture,Cash,Pending,2023-02-21 16:00:00,5,0,4,Returned,VIP,North,Online,198,1,310,615
1242,67,Female,Delhi,132605,384,Grocery,Cash,Completed,2023-02-21 17:00:00,1,0,2,Returned,VIP,East,Online,348,0,304,326
1243,56,Female,Hyderabad,135422,4465,Furniture,UPI,Completed,2023-02-21 18:00:00,4,1,2,Returned,VIP,West,Offline,285,1,355,1420
1244,26,Female,Bangalore,140226,535,Electronics,UPI,Pending,2023-02-21 19:00:00,5,0,3,Not Returned,Premium,East,Offline,839,0,489,655
1245,25,Male,Delhi,21068,3196,Clothing,Card,Completed,2023-02-21 20:00:00,5,1,4,Returned,Regular,East,Online,717,0,300,418
1246,65,Male,Mumbai,22886,535,Grocery,Cash,Completed,2023-02-21 21:00:00,1,0,1,Not Returned,Premium,West,Offline,576,0,43,619
1247,39,Female,Hyderabad,61408,2041,Clothing,Card,Completed,2023-02-21 22:00:00,1,1,4,Returned,VIP,South,Online,607,0,190,-139
1248,24,Male,Chennai,146299,3969,Clothing,UPI,Completed,2023-02-21 23:00:00,1,0,5,Not Returned,VIP,West,Online,529,1,464,1620
1249,44,Male,Chennai,29612,4908,Electronics,UPI,Completed,2023-02-22 00:00:00,3,1,5,Returned,Regular,South,Offline,261,0,372,134
1250,64,Female,Mumbai,27193,3954,Electronics,Cash,Cancelled,2023-02-22 01:00:00,4,0,3,Not Returned,Premium,South,Offline,276,0,118,1273
1251,18,Female,Bangalore,55999,1036,Clothing,Card,Completed,2023-02-22 02:00:00,5,1,1,Returned,Regular,West,Offline,874,1,459,1912
1252,28,Male,Hyderabad,132734,2573,Furniture,UPI,Pending,2023-02-22 03:00:00,8,0,3,Not Returned,VIP,West,Offline,71,1,59,695
1253,56,Female,Chennai,53602,4389,Electronics,UPI,Completed,2023-02-22 04:00:00,8,0,4,Not Returned,Regular,North,Offline,373,1,414,845
1254,23,Male,Bangalore,86402,3622,Grocery,Card,Pending,2023-02-22 05:00:00,3,0,4,Returned,Regular,East,Online,943,1,386,183
1255,29,Male,Hyderabad,104240,3005,Grocery,UPI,Pending,2023-02-22 06:00:00,8,0,3,Not Returned,Regular,East,Online,965,0,474,167
1256,40,Male,Hyderabad,49569,1979,Electronics,Card,Pending,2023-02-22 07:00:00,9,1,3,Not Returned,Premium,North,Online,533,0,149,1786
1257,25,Male,Delhi,134717,4623,Clothing,Card,Completed,2023-02-22 08:00:00,3,0,1,Not Returned,Premium,East,Offline,919,0,65,-323
1258,18,Male,Hyderabad,67133,3776,Electronics,Cash,Pending,2023-02-22 09:00:00,7,0,1,Returned,Premium,East,Offline,467,1,107,530
1259,66,Female,Chennai,99629,2832,Electronics,Cash,Completed,2023-02-22 10:00:00,8,0,3,Not Returned,Regular,East,Offline,438,1,262,1187
1260,65,Male,Mumbai,29186,2275,Clothing,Cash,Cancelled,2023-02-22 11:00:00,6,1,3,Returned,Regular,North,Offline,852,0,417,1228
1261,32,Male,Hyderabad,58811,1610,Electronics,Cash,Cancelled,2023-02-22 12:00:00,8,1,1,Returned,Premium,South,Offline,813,1,345,-191
1262,25,Female,Hyderabad,116376,3906,Electronics,Cash,Completed,2023-02-22 13:00:00,2,1,1,Not Returned,Regular,West,Offline,859,0,294,1290
1263,68,Male,Hyderabad,31358,2307,Clothing,Card,Pending,2023-02-22 14:00:00,9,0,4,Not Returned,VIP,North,Online,652,0,205,1237
1264,22,Female,Hyderabad,83650,753,Grocery,Cash,Completed,2023-02-22 15:00:00,6,1,5,Returned,VIP,East,Online,505,0,486,1760
1265,46,Male,Bangalore,92520,2368,Electronics,Card,Completed,2023-02-22 16:00:00,3,0,4,Not Returned,Regular,East,Online,17,1,156,341
1266,27,Male,Hyderabad,29058,3366,Grocery,Cash,Pending,2023-02-22 17:00:00,2,1,4,Returned,VIP,West,Offline,813,0,82,1239
1267,20,Female,Delhi,61404,4439,Clothing,UPI,Completed,2023-02-22 18:00:00,4,0,4,Returned,Premium,South,Offline,926,1,402,-21
1268,33,Female,Chennai,94449,205,Grocery,Cash,Pending,2023-02-22 19:00:00,8,1,2,Not Returned,VIP,West,Online,770,0,55,1378
1269,35,Female,Chennai,24427,4074,Grocery,Cash,Completed,2023-02-22 20:00:00,4,0,4,Not Returned,Regular,South,Online,137,1,368,491
1270,57,Female,Mumbai,99863,4921,Furniture,UPI,Cancelled,2023-02-22 21:00:00,2,0,3,Not Returned,VIP,East,Online,266,1,311,192
1271,41,Male,Chennai,136398,189,Furniture,Card,Pending,2023-02-22 22:00:00,7,0,5,Not Returned,Premium,North,Online,239,1,401,296
1272,66,Female,Delhi,26587,4006,Clothing,Card,Completed,2023-02-22 23:00:00,4,1,3,Returned,Premium,South,Offline,155,1,73,679
1273,22,Female,Mumbai,26409,836,Grocery,UPI,Pending,2023-02-23 00:00:00,9,1,5,Returned,Regular,West,Offline,919,1,321,1690
1274,27,Female,Mumbai,134888,2828,Furniture,UPI,Completed,2023-02-23 01:00:00,5,0,4,Not Returned,Regular,North,Online,893,0,112,96
1275,27,Male,Mumbai,55005,4798,Clothing,Cash,Pending,2023-02-23 02:00:00,9,1,1,Not Returned,Regular,East,Offline,624,1,215,1364
1276,39,Male,Chennai,20864,274,Clothing,Cash,Completed,2023-02-23 03:00:00,8,1,5,Not Returned,Premium,South,Offline,0,1,209,1575
1277,29,Male,Delhi,64433,3911,Electronics,Cash,Pending,2023-02-23 04:00:00,8,1,4,Not Returned,VIP,East,Online,951,0,330,738
1278,32,Male,Delhi,91034,1745,Clothing,Card,Pending,2023-02-23 05:00:00,8,1,4,Not Returned,VIP,South,Offline,309,0,27,133
1279,39,Male,Chennai,111687,3430,Furniture,UPI,Pending,2023-02-23 06:00:00,4,0,3,Returned,Regular,West,Offline,703,1,382,767
1280,43,Female,Bangalore,126567,902,Electronics,Card,Completed,2023-02-23 07:00:00,4,1,2,Not Returned,VIP,West,Online,487,0,415,1026
1281,49,Male,Mumbai,138379,4662,Electronics,Cash,Completed,2023-02-23 08:00:00,6,1,4,Returned,Regular,East,Online,329,1,288,377
1282,58,Female,Delhi,116220,527,Furniture,Card,Cancelled,2023-02-23 09:00:00,2,0,4,Not Returned,VIP,West,Offline,559,0,198,1923
1283,45,Male,Delhi,120516,3121,Furniture,Card,Cancelled,2023-02-23 10:00:00,4,1,4,Returned,Regular,East,Offline,480,1,350,813
1284,32,Male,Chennai,31317,4931,Clothing,UPI,Completed,2023-02-23 11:00:00,4,1,5,Not Returned,Regular,West,Online,673,1,273,1882
1285,25,Male,Mumbai,148240,640,Grocery,Card,Cancelled,2023-02-23 12:00:00,7,1,2,Returned,VIP,East,Online,685,0,283,-295
1286,69,Female,Chennai,49301,3489,Electronics,Card,Cancelled,2023-02-23 13:00:00,8,1,1,Not Returned,VIP,West,Online,179,0,359,315
1287,53,Female,Mumbai,47189,2574,Clothing,UPI,Pending,2023-02-23 14:00:00,7,0,3,Returned,Premium,West,Offline,535,1,88,1833
1288,58,Female,Chennai,68240,4905,Grocery,Card,Pending,2023-02-23 15:00:00,4,0,1,Not Returned,Premium,West,Offline,796,1,297,1336
1289,51,Female,Mumbai,146003,1921,Electronics,Cash,Completed,2023-02-23 16:00:00,4,0,3,Not Returned,Regular,South,Online,270,1,436,1127
1290,57,Male,Mumbai,66228,1490,Furniture,Cash,Pending,2023-02-23 17:00:00,3,0,2,Returned,Regular,West,Online,545,0,119,-471
1291,38,Female,Chennai,70016,222,Electronics,UPI,Cancelled,2023-02-23 18:00:00,9,0,3,Not Returned,VIP,South,Offline,241,0,24,1530
1292,19,Male,Chennai,139362,678,Electronics,Cash,Completed,2023-02-23 19:00:00,5,0,5,Not Returned,Premium,East,Offline,459,1,443,-221
1293,53,Female,Delhi,77093,248,Electronics,UPI,Pending,2023-02-23 20:00:00,2,1,3,Returned,VIP,South,Offline,323,1,419,828
1294,45,Male,Chennai,59564,2340,Furniture,Card,Completed,2023-02-23 21:00:00,4,0,2,Not Returned,VIP,West,Online,513,1,341,1436
1295,44,Female,Mumbai,117470,1794,Furniture,Card,Pending,2023-02-23 22:00:00,9,1,2,Returned,Regular,East,Offline,564,1,57,1382
1296,51,Male,Mumbai,59798,3619,Clothing,UPI,Completed,2023-02-23 23:00:00,8,1,3,Returned,VIP,North,Offline,97,1,420,-111
1297,63,Male,Hyderabad,136723,4418,Furniture,Cash,Cancelled,2023-02-24 00:00:00,8,0,1,Returned,Premium,East,Offline,396,0,34,-13
1298,52,Male,Delhi,39507,2231,Furniture,Cash,Completed,2023-02-24 01:00:00,1,1,2,Returned,VIP,South,Online,110,0,59,-426
1299,32,Female,Chennai,135912,2383,Electronics,UPI,Pending,2023-02-24 02:00:00,9,1,3,Returned,Regular,North,Offline,542,1,447,286
1300,58,Male,Bangalore,71742,4158,Furniture,UPI,Completed,2023-02-24 03:00:00,5,0,3,Not Returned,Premium,South,Online,37,0,466,1628
1301,54,Female,Delhi,140745,3340,Electronics,Card,Completed,2023-02-24 04:00:00,6,1,4,Not Returned,Regular,East,Offline,156,0,96,-115
1302,39,Male,Delhi,77727,3846,Clothing,Card,Completed,2023-02-24 05:00:00,8,1,2,Returned,VIP,South,Online,811,1,292,680
1303,23,Female,Bangalore,132178,426,Clothing,UPI,Cancelled,2023-02-24 06:00:00,2,0,1,Not Returned,VIP,North,Offline,326,0,380,-21
1304,41,Male,Bangalore,64183,3685,Clothing,Cash,Completed,2023-02-24 07:00:00,2,1,1,Returned,VIP,South,Offline,966,1,60,153
1305,37,Male,Delhi,52244,2307,Grocery,Card,Pending,2023-02-24 08:00:00,1,0,3,Returned,Regular,East,Online,600,1,461,1155
1306,35,Male,Chennai,49042,4220,Clothing,Cash,Cancelled,2023-02-24 09:00:00,1,0,5,Not Returned,VIP,South,Online,420,1,99,286
1307,18,Male,Chennai,69683,2047,Electronics,Card,Completed,2023-02-24 10:00:00,6,0,1,Not Returned,Regular,East,Offline,872,1,251,305
1308,34,Male,Chennai,80848,3845,Clothing,UPI,Pending,2023-02-24 11:00:00,7,0,2,Returned,VIP,West,Online,60,1,255,359
1309,55,Female,Bangalore,146351,3672,Grocery,Card,Cancelled,2023-02-24 12:00:00,6,0,1,Returned,Premium,West,Online,638,0,383,113
1310,48,Male,Chennai,57355,3697,Furniture,Card,Pending,2023-02-24 13:00:00,4,0,3,Returned,Premium,South,Online,902,1,472,1429
1311,27,Male,Mumbai,23179,2878,Clothing,Cash,Cancelled,2023-02-24 14:00:00,1,0,1,Not Returned,VIP,North,Offline,77,1,28,86
1312,42,Male,Hyderabad,149818,3582,Grocery,UPI,Completed,2023-02-24 15:00:00,4,1,5,Returned,Regular,North,Online,19,1,257,534
1313,22,Female,Hyderabad,94592,4417,Grocery,UPI,Pending,2023-02-24 16:00:00,8,1,2,Not Returned,Regular,East,Online,538,1,25,-137
1314,33,Female,Bangalore,28023,2005,Electronics,UPI,Cancelled,2023-02-24 17:00:00,4,1,5,Returned,VIP,East,Online,497,0,110,577
1315,30,Male,Hyderabad,20766,1147,Grocery,UPI,Completed,2023-02-24 18:00:00,3,0,3,Not Returned,Regular,South,Offline,171,1,294,819
1316,34,Male,Hyderabad,62888,3734,Grocery,Cash,Completed,2023-02-24 19:00:00,9,1,1,Not Returned,Regular,North,Offline,275,1,143,110
1317,21,Female,Delhi,148164,2245,Furniture,Card,Cancelled,2023-02-24 20:00:00,8,0,4,Not Returned,VIP,West,Offline,671,0,418,1146
1318,51,Female,Bangalore,122861,2239,Grocery,Card,Completed,2023-02-24 21:00:00,3,1,2,Returned,VIP,East,Online,682,1,20,608
1319,36,Male,Chennai,34204,2764,Grocery,Cash,Pending,2023-02-24 22:00:00,9,0,5,Returned,VIP,North,Online,856,1,143,1185
1320,55,Female,Hyderabad,123414,3987,Clothing,Card,Cancelled,2023-02-24 23:00:00,7,0,5,Not Returned,Regular,South,Online,812,0,35,672
1321,69,Female,Hyderabad,25322,2612,Clothing,Cash,Cancelled,2023-02-25 00:00:00,3,1,3,Returned,VIP,North,Offline,854,0,248,1898
1322,51,Female,Delhi,30263,1985,Clothing,Cash,Completed,2023-02-25 01:00:00,7,0,2,Returned,VIP,West,Offline,123,1,470,615
1323,37,Female,Mumbai,35398,215,Grocery,Cash,Completed,2023-02-25 02:00:00,7,1,5,Not Returned,VIP,West,Offline,322,1,243,-270
